,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
20090126,-0.16,0.4,0.45,1.09,0.71,0.81,0.24,0.57,0.62,0.15
20090127,1.07,2.04,3.24,1.86,1.39,1.26,1.3,0.3,0.96,0.65
20090128,6.91,9.25,6.49,4.82,4.32,3.76,3.35,1.89,2.83,1.14
20090129,-7.25,-7.09,-4.68,-5.18,-5,-3.71,-3.19,-2.59,-2.18,-1.5
20090130,-5.04,-4.37,-3.31,-3.41,-2.45,-2.39,-1.52,-2.03,-1.81,-1.5
20090202,0.58,-2.13,0.42,-0.96,-0.4,0.74,-0.4,0.29,0.23,0.31
20090203,-0.21,-1.2,0.56,1.23,1.45,2.18,1.35,2.03,1.33,1.8
20090204,-1.47,-0.68,1.03,-0.32,0.91,-0.18,-0.46,-0.63,-1.17,-1.48
20090205,1.98,3.75,3.41,1.45,2.1,1.09,2.08,1.17,1.03,1.28
20090206,4.75,8.05,4.02,3.22,3.49,3.47,2.56,2.28,2.24,1.7
20090209,1.9,2.08,0.58,2.51,0.19,0.11,-0.4,-0.17,-0.61,-0.36
20090210,-10.01,-9.33,-7.01,-6.22,-5.22,-4.85,-4.53,-3.81,-4.11,-2.84
20090211,3.94,1.5,0.82,1.61,1.46,0.68,0.63,1.07,0,0.63
20090212,-1.35,0.41,0.84,-0.36,0.51,0.08,-0.18,0.73,0.52,0.49
20090213,-1.22,-0.86,-0.21,-0.81,-0.74,-1.22,-0.54,-0.97,-0.75,-1.19
20090217,-10.48,-7.49,-7.34,-6.96,-6.51,-4.65,-4.48,-3.44,-3.46,-1.23
20090218,-4.09,-0.34,-0.88,-0.37,-0.23,-1.4,-0.39,-0.41,0.08,0.58
20090219,-9.33,-1.5,-1.58,-3.02,-2.49,-1.59,-1.23,-0.42,-0.15,-0.56
20090220,-5.69,-0.98,-2.43,-1.69,-2.56,-1.67,-0.45,-0.67,-1.12,-0.53
20090223,-0.86,-6,-5.45,-4.5,-3.8,-4.26,-3.62,-3.44,-3.04,-2.01
20090224,14.14,8.24,6.01,8.34,6.4,3.85,3.82,3.4,2.97,2.26
20090225,1.39,-1.73,-1.37,-1.77,-1.37,-1.09,-1.66,-1,-0.82,-1.01
20090226,1.4,0.49,-0.11,0.58,-0.72,-1.59,-2.02,-1.25,-2.2,-2.72
20090227,-16.31,-1.08,-3.44,-1.96,-3.08,-1.64,-1.8,-1.13,-1.76,-2.13
20090302,-10.29,-10.2,-8.79,-7.43,-6.7,-4.76,-4.9,-3.79,-3.71,-2.67
20090303,-1.24,-0.22,-1.78,-0.36,-0.91,-0.18,-0.43,-1.07,-0.94,-0.49
20090304,2.33,5.15,2.93,4.54,3.5,3.21,1.7,1.87,2.2,1.48
20090305,-11.08,-6.83,-5.8,-6.99,-5.09,-5.29,-4.47,-3.41,-2.98,-2.71
20090306,-1.73,-0.09,0.48,-0.54,-1.37,-0.19,0.12,-0.02,0.56,1.84
20090309,6.29,-1.33,0.57,0.01,0.83,-1.46,-2.15,-2.02,-1.4,-0.27
20090310,19.63,14.03,8.81,8.7,9.06,9.01,6.22,4.55,4.63,2.8
20090311,0.81,1.82,0.06,1.22,1.76,1.2,0.7,0.68,-0.72,-1.54
20090312,11.94,7.19,6.99,6.04,4.98,3.86,4.26,2.97,3.12,3.92
20090313,0.99,1.44,0.24,0.36,1.04,-0.1,0.64,0.87,0.9,1.19
20090316,6.12,0.07,-0.89,-0.03,-0.43,-1.44,-0.35,0.08,-0.85,-1.28
20090317,3.93,4.27,4.61,4.1,4.05,4.04,2.65,2.58,2.96,2.56
20090318,15.86,6.77,5.05,5.3,4.01,1.83,1.63,0.88,1.25,0.38
20090319,-5.42,-2.38,-1.36,-2.22,-1.7,0.03,-0.48,-1.13,-0.56,-1.01
20090320,-6.89,-5.09,-4.09,-4.24,-3.68,-2.63,-1.48,-0.84,-1.41,-0.79
20090323,18.77,12.48,13.46,9.53,11.49,7.95,6.8,5.19,5.47,3.28
20090324,-4.93,-1.11,-2.18,-3.52,-3.31,-2.3,-1.73,-1.14,-1.87,-1.75
20090325,3.16,1.12,0.99,1.4,2.19,1,0.17,0.93,0.83,0.99
20090326,1.4,4.69,4.57,3.11,2.84,3.3,3.73,2.31,1.78,1.7
20090327,-3.91,-2.13,-3.18,-3.29,-3.39,-1.93,-2.27,-1.66,-1.92,-1.03
20090330,-14.2,-8.86,-7.15,-6.82,-5.07,-5.62,-3.28,-2.59,-1.38,-0.7
20090331,6.9,2.52,2.29,1.57,1.5,2.27,1.66,0.47,0.78,0.86
20090401,4.86,2.5,3.38,2.66,2.2,2.42,1.98,1.35,1.42,0.12
20090402,5.5,7.19,6.05,5.91,4.5,4.32,3.3,2.56,1.92,0.76
20090403,4.65,2.96,4.06,3.07,2.44,1.68,0.54,0.52,0.31,-0.17
20090406,-1.07,-0.44,-2.21,-2.76,-1.91,-0.98,-0.5,-0.87,-0.46,-0.49
20090407,-3.05,-4.39,-4.03,-3.58,-3.47,-2.41,-2.18,-2.2,-1.92,-1.73
20090408,0.67,3.02,1.87,2.36,1.65,1.45,1.4,0.73,1.07,1.09
20090409,21.43,11.89,8.46,7.43,8.68,6.18,3.46,2.39,1.6,0.68
20090413,8.44,5.45,3.2,0.46,-0.06,-0.19,0.54,-0.43,-0.59,-0.04
20090414,-1.55,-5.13,-3.77,-1.95,-2.09,-2.17,-2.76,-1.67,-1.27,-1.16
20090415,3.04,3.64,2.49,1.63,1.06,1.98,0.82,0.89,0.9,0.1
20090416,2.68,3.28,2.41,2.45,2.04,2.07,2.24,1.22,1.12,1.01
20090417,1.36,3.19,1.49,1.46,1.61,0.49,0.23,0.17,0.09,0.25
20090420,-14.44,-14.41,-8.35,-6.77,-5.82,-5.7,-3.47,-2.63,-2.33,-2.07
20090421,8.06,6.86,4.43,4.69,4.17,2.92,1.52,1.1,1.3,0.74
20090422,1.16,-0.77,1.1,0.37,-0.71,-0.32,-0.6,-1.08,-0.78,-1.09
20090423,0,2.68,0.89,1.18,1.69,1.51,0.43,0.17,0.07,0.33
20090424,3.76,4.15,5.05,3.15,2.46,3.73,1.73,0.73,0.46,0.23
20090427,-3.29,-3.74,-2.43,-2.14,-2.49,-1.09,-0.84,-0.27,-0.47,0.56
20090428,-1.16,-2.39,-0.82,-1.06,-0.85,-0.7,-0.19,0.58,0.1,0.13
20090429,6.46,5.31,3.64,4.15,3.45,3.32,2.83,1.66,0.82,1.31
20090430,2.4,2.74,2.01,-0.52,0.79,0.14,0.06,-0.2,-0.95,-0.85
20090501,-0.12,1.45,1.72,0.9,1.22,0.49,0.48,0.63,0.15,-0.64
20090504,13.73,8.37,5.12,5.55,6.79,4.09,2.27,1.8,1.75,1.42
20090505,4.51,-0.26,-0.04,-0.47,-0.87,-0.39,-0.5,-0.43,-0.12,-0.13
20090506,10.4,3.89,3.08,3.68,3.9,1.95,0.42,0.87,-0.2,-0.48
20090507,-2.07,-0.79,-1.1,-2.76,-3.67,-2.32,-1.95,-0.06,-0.7,-0.45
20090508,8.36,7.59,5.34,4.91,4.78,3.56,1.22,1.63,0.49,0.65
20090511,-3.11,-5.37,-3.77,-3.49,-3.12,-1.88,-2.29,-1.65,-0.35,-0.28
20090512,-3.74,-2.93,-1.48,-0.99,-1.29,-1.15,0.72,0.41,0.41,-0.45
20090513,-10.64,-8.13,-5.81,-4.63,-3.89,-3.23,-2.34,-1.61,-1.62,-1.76
20090514,4.22,2.83,2.29,1.82,1.91,1.1,1.15,0.59,0.51,0.35
20090515,-2.45,-2.57,-2.22,-1.18,-1.26,-0.95,-0.99,-0.46,-1.11,-0.69
20090518,7.48,7.41,5.42,4.41,3.67,2.93,2.16,2.6,2.46,2.41
20090519,1.74,0.07,1.16,0.48,0.69,-0.89,-0.38,0.13,-0.17,-0.24
20090520,-0.53,0.25,0.25,-0.36,-0.5,-0.46,-0.61,-0.56,-0.79,-0.47
20090521,-2.81,-2.93,-3.13,-2.28,-2.25,-1.94,-1.48,-0.92,-1.02,-1.46
20090522,-1.68,-0.64,-0.19,-0.33,0.59,-0.22,-0.15,-0.24,0.05,-0.16
20090526,3.64,2.44,3.08,3.03,3.27,3.38,2.16,2.78,2.79,2.9
20090527,-1.1,-1.22,-1.95,-1.52,-1.89,-1.99,-1.43,-2.39,-1.77,-1.77
20090528,1.28,2.67,2.49,2.23,1.61,1.36,1.23,1.41,0.71,0.11
20090529,2.06,2.02,1.91,2,1.82,1.27,1.4,0.99,1,1.38
20090601,5.2,4,3.84,4.33,3.48,3.24,2.14,2,2.16,2.32
20090602,-1.33,0.06,-0.06,0.18,-0.51,0.6,0.3,0.31,0.55,1.21
20090603,-4.46,-3.62,-3.84,-2.69,-2.08,-1.67,-1.01,-0.5,-0.64,-0.18
20090604,4.94,4.01,2.55,2.26,1.79,1.3,0.84,0.28,0.92,-0.22
20090605,0.34,-0.46,-0.76,-0.43,-0.06,-0.24,0.28,0.03,-0.64,-0.62
20090608,-1.22,-1.33,-0.33,-0.63,-0.44,-0.19,0.07,-0.29,0.35,0.16
20090609,1.77,2.02,1.01,1.34,0.9,0.47,0.12,0,0.31,0.31
20090610,1.22,0.86,-0.09,0.14,-0.15,-0.41,-0.21,-0.59,-0.6,-1.18
20090611,2.48,2.87,0.87,0.84,0.58,0.89,0.51,0.3,0.08,0.33
20090612,-1.28,0.24,-0.49,-0.82,-0.3,-0.22,0.2,0.11,0.37,0.36
20090615,-4.95,-3.81,-3.3,-3,-2.82,-2.51,-1.77,-2,-2.09,-2.19
20090616,-2.34,-3.51,-1.75,-1.84,-1.51,-1.27,-1,-1.36,-0.89,-0.73
20090617,-3.38,-2.91,-1.55,-1.59,-0.35,-0.26,0.51,0.55,0.86,0.11
20090618,0.19,0.79,0.2,0.17,0.65,0.19,0.51,1,1.13,1.47
20090619,1.53,0.62,0.28,0.35,0.46,0.69,0.57,-0.09,0.05,0.52
20090622,-8.29,-7.23,-5.62,-4.63,-4.04,-3.22,-2.54,-1.69,-1.85,-3.03
20090623,0.66,1.1,0.89,0.4,-0.18,-0.22,0.47,-0.18,-0.15,-0.21
20090624,1.68,1.39,1.27,1,0.57,1.1,0.55,0.54,0.5,0.77
20090625,3.5,2.67,2.17,2.67,2.33,1.93,2.19,2.03,2.04,2.41
20090626,0.45,0.43,0.3,0,0.06,-0.34,0.01,-0.1,-0.06,0.51
20090629,-0.43,1.07,0.67,0.51,0.72,1.41,1.09,0.75,0.4,0.91
20090630,-1.06,-0.82,-0.66,-0.98,-0.95,-0.35,-0.97,-0.83,-0.79,0.02
20090701,-0.29,0.29,0.3,0.26,0.42,0.58,0.81,0.67,0.58,0.25
20090702,-4.31,-4.04,-3.73,-3.42,-3.4,-2.61,-2.39,-2.73,-2.7,-2.85
20090706,-3.53,-1.62,-1.21,0.11,-0.19,-0.21,0.54,-0.01,0.65,-0.02
20090707,-2.96,-2.93,-2.52,-2.27,-2.14,-2.16,-1.8,-1.62,-1.3,-1.56
20090708,-1.83,-0.57,-1.17,-0.41,-0.33,0.08,-0.33,0.08,0.54,-0.36
20090709,2.47,1.89,1.12,0.82,0.26,0.09,-0.19,-0.03,0.64,0.49
20090710,-1.37,-0.53,-0.59,-0.06,-0.28,-0.26,-0.28,-0.25,-0.64,-0.05
20090713,3.36,3.44,2.46,3.66,1.85,2.29,1.69,2.38,2.39,3.49
20090714,1.83,1.39,0.55,0.95,0.73,0.54,0.42,0.57,0.37,0.26
20090715,6.02,4.7,3.76,4.1,3.22,3,2.16,3.07,2.41,2.45
20090716,0.81,2.57,1.28,1.15,1.51,1.3,0.61,0.59,0.67,0.92
20090717,-0.12,-2.01,-0.1,-0.41,-0.16,0.08,0.57,-0.04,-0.04,0.08
20090720,1.75,1.31,2.23,1.73,2.18,1.27,1.04,0.91,0.66,0.84
20090721,-1.71,-0.36,0.6,0.39,0.43,0.06,-0.04,0.71,0.42,0.58
20090722,1.68,0.34,0.15,0.25,-0.01,0.2,-0.24,-0.05,0.11,0.24
20090723,4.24,4.05,3.8,3.28,3.21,2.38,1.71,1.9,2.16,1.87
20090724,2.02,0.9,1.19,0.82,0.65,0.49,0.49,0.6,-0.77,0.08
20090727,1.45,1.74,0.61,0.71,-0.05,0.28,0.28,0.27,-0.28,-0.01
20090728,0.43,-0.37,-0.58,-0.32,-0.46,-0.25,-0.2,-0.38,0.3,0.1
20090729,-1.21,-1.64,-1.88,-1.25,-0.71,-0.62,-0.59,-0.02,0.28,-0.1
20090730,3.65,4.12,2.5,2.07,2.05,1.02,1.13,0.53,0.41,0.89
20090731,0.42,2.03,0.55,0.39,-0.15,-0.08,-0.03,-0.26,-0.21,0.02
20090803,4.6,3.5,3.12,2.23,2.18,1.49,1.49,1.03,0.9,1.31
20090804,1.94,1.18,0.73,0.8,0.64,0.45,0.17,0.14,-0.18,-0.12
20090805,2.78,1.5,-0.17,-0.1,-0.4,-0.74,-0.22,-0.46,-0.86,-0.79
20090806,-0.13,0.07,-0.89,-0.83,-0.17,-0.49,-0.6,-0.74,-0.62,-1.22
20090807,3.63,1.81,2.18,2.26,2.1,1.6,1.26,1.15,0.73,1.43
20090810,1.67,0.21,-0.33,-0.46,-0.7,-0.12,-1.06,-0.04,-0.16,-0.41
20090811,-4.02,-3.51,-1.77,-1.56,-1.43,-1.34,-1.08,-0.91,-0.77,-0.8
20090812,3.22,1.93,1.44,1.83,1.54,0.99,1.06,1.11,1.09,0.64
20090813,3.66,2.46,1.74,1.35,0.74,0.3,0.46,0.66,0.14,0.61
20090814,-1.8,-0.73,-1.81,-1.54,-1.67,-1.17,-0.58,-0.76,-0.69,-1.26
20090817,-5.5,-4.5,-3.78,-3.09,-2.75,-2.65,-1.54,-2.19,-1.8,-2.35
20090818,3.59,2.02,1.63,1.29,1.14,1.2,0.86,0.7,0.9,1.54
20090819,0.18,0.11,0.83,0.64,0.79,0.56,0.67,0.99,0.64,0.8
20090820,3.33,1.77,1.15,1.12,1.12,0.7,0.73,1.02,0.89,0.8
20090821,3.43,2.67,2.41,2.55,2.11,1.64,1.49,1.68,1.6,1.53
20090824,1.11,-0.49,0.45,-0.14,-0.08,-0.02,-0.05,0.13,-0.45,-0.61
20090825,0,0.27,-0.26,0.29,0.4,0.32,0.33,-0.03,0.45,0.86
20090826,-0.12,-0.13,-0.17,-0.5,-0.25,-0.03,0.23,0.07,-0.03,0.19
20090827,2.73,0.33,0.7,0.75,0.39,0.18,-0.08,0.03,0.05,0.14
20090828,1.27,0.02,0.08,0.21,-0.13,-0.39,-0.09,-0.38,-0.44,-0.18
20090831,-2.99,-1.6,-1.64,-1.34,-1.37,-0.5,-0.51,-0.67,-0.52,-0.95
20090901,-6.47,-4.49,-2.32,-2.79,-2.41,-1.94,-1.61,-1.77,-1.67,-2.06
20090902,-0.26,-1.02,0.08,-0.47,-0.21,-0.38,-0.37,-0.1,-0.2,-0.33
20090903,3.05,2.1,1.18,1.2,0.91,1.15,0.47,0.57,0.83,1.12
20090904,2.06,2.04,1.85,1.88,0.98,1.22,1.18,1.2,1.05,1.47
20090908,0.47,1.67,1.27,1.42,0.71,0.92,0.69,0.82,0.74,0.79
20090909,1.73,1.54,0.98,0.84,0.88,1.18,0.51,0.79,0.79,1.37
20090910,2.62,1.29,1.74,1.7,1.15,0.83,0.7,0.93,0.96,1.18
20090911,0.36,-0.13,0.45,-0.17,0.06,-0.2,-0.16,-0.03,-0.22,-0.38
20090914,1.47,2.59,1.07,0.72,0.6,0.32,0.61,0.07,0.49,1.04
20090915,0.38,1.7,1.47,0.55,0.35,0.64,0.01,0.3,0.12,0.3
20090916,2.96,3.75,2.29,1.47,1.69,1.07,1.14,1.22,1.3,1.42
20090917,0.23,-0.48,-0.33,-0.73,-0.16,-0.25,-0.29,-0.32,-0.26,-0.26
20090918,-0.61,0.05,0.19,-0.13,0.52,0.28,0.44,0.2,0.13,0.45
20090921,0.61,-0.71,-1.01,-0.63,-0.53,-0.45,-0.33,-0.02,0.1,0.1
20090922,2.94,1.6,1.06,0.95,0.78,0.3,0.21,0.64,0.29,0.71
20090923,-1.77,-1.27,-1.78,-1.11,-1.22,-0.89,-0.73,-0.86,-0.94,-0.86
20090924,-3.44,-2.29,-2.04,-0.87,-1.17,-0.54,-0.57,-0.72,-1.03,-1.24
20090925,-1.08,-0.54,-0.78,-0.46,-0.59,-0.84,-0.43,-0.6,-0.84,-0.76
20090928,2.89,2.21,1.99,1.59,1.62,1.55,1.75,1.49,1.97,2.14
20090929,0.19,-0.11,-0.15,-0.07,-0.32,-0.25,-0.1,-0.06,-0.06,0.07
20090930,-0.69,-0.99,-0.7,-0.27,-0.31,-0.68,-0.24,-0.23,-0.41,0.09
20091001,-5.24,-2.86,-3.14,-3.11,-2.03,-1.98,-2.4,-2.18,-2.74,-3.16
20091002,-0.26,-0.96,-0.26,-0.11,-0.59,-0.44,-0.71,-0.6,-0.75,-0.14
20091005,3.16,1.99,2,1.26,1.65,0.88,1.23,1.07,1.98,2.07
20091006,0.97,1.02,0.94,1.24,1.31,1.64,1.58,1.55,1.69,2
20091007,0.24,0.47,0.7,0.2,-0.14,-0.1,0.46,0.82,0.21,0.32
20091008,1,0.78,0.81,0.51,0.76,1.34,0.8,0.86,1.03,0.85
20091009,0.32,0.86,0.39,0.62,0.46,0.44,0.96,0.72,0.37,0.7
20091012,1.04,0.56,0.45,0.39,0.31,-0.01,0.31,0.38,0.22,0.45
20091013,-0.29,-0.33,-0.46,-0.14,-0.27,-0.25,-0.03,-0.22,-0.2,-0.14
20091014,3.15,1.71,1.03,1.62,1.66,1.89,1.55,2.08,1.49,2.25
20091015,-1.92,0.43,0.77,0.94,0.58,0.08,0.33,0.8,-0.11,-0.13
20091016,-2.83,-1.12,-0.25,-0.43,-0.63,-0.24,-1.32,-0.88,-0.91,-1.36
20091019,-0.22,0.5,1.03,0.81,0.74,1.15,1.19,1.36,0.92,1.45
20091020,-1.22,-0.59,-0.73,-0.61,-0.86,-0.72,-0.67,-0.78,-1.28,0.38
20091021,-1.24,-1.26,-1.04,-0.74,-0.71,-0.97,-1.16,-1.09,0.14,-0.89
20091022,1.96,0.99,0.92,0.92,0.83,1.11,1.25,1.14,0.81,1.27
20091023,-1.65,-1.24,-1.38,-0.37,-1.51,-1.49,-1.48,-1.5,-0.43,-1.86
20091026,-2.82,-1.07,-1.39,-0.76,-1.14,-1.14,-1.15,-0.82,-1.12,-1.62
20091027,-0.31,0.33,-0.05,-0.24,-0.5,-0.82,-0.95,-1.16,-1.62,-2.63
20091028,-2.95,-1.39,-0.79,-2.19,-1.84,-2.01,-3.29,-2.96,-3.7,-4.41
20091029,3.67,1.64,1.42,1.4,1.77,2.48,2.81,2.99,3.06,3.4
20091030,-5.01,-2.59,-2.42,-2.4,-2.55,-2.73,-2.48,-3.05,-3.2,-3.69
20091102,-0.28,0.7,0.2,0.58,0.43,0.74,0.55,0.76,0.65,1.09
20091103,1.11,0.71,-0.15,0.31,0.15,-0.06,0.68,1.21,0.78,1.8
20091104,-1.17,-0.17,0.09,0.25,0.5,0.01,0.27,-0.07,0.13,-0.68
20091105,2.41,2.01,1.61,2.27,1.61,2.52,2.33,2.08,2.57,2.64
20091106,-0.04,0.61,0.35,0.17,-0.02,0.03,0.09,-0.04,0.62,0.16
20091109,2.2,1.8,1.71,2.46,2.16,2.16,2.62,2.26,2.6,3.06
20091110,-0.97,0.01,0.16,-0.13,-0.17,-0.27,0.18,-0.07,0.13,0.07
20091111,0.59,0.62,0.52,0.45,0.38,0.47,0.51,0.5,0.44,0.97
20091112,-1.6,-0.69,-1.14,-1,-0.81,-1.72,-1.21,-1.4,-1.11,-1.89
20091113,0.01,0.35,0.16,1,0.51,0.65,0.75,1.28,1.25,0.75
20091116,1.58,1.41,1.37,1.5,1.2,1.78,1.86,1.95,1.61,2.26
20091117,0.42,0.2,-0.01,0.12,0.39,0.06,-0.06,-0.01,-0.16,0.01
20091118,0.22,0.05,0.37,0.11,-0.34,-0.25,-0.5,-0.64,-0.5,-0.54
20091119,-0.63,-0.96,-1.13,-1.19,-1.71,-1.77,-1.74,-2.08,-2.1,-2.28
20091120,-0.24,0.03,-0.08,-0.1,-0.44,-0.93,-0.7,-0.64,-0.94,-0.84
20091123,1.61,1.42,0.97,1.15,1.45,1.15,1.34,1.49,1.46,0.85
20091124,-0.1,0.33,-0.19,0.31,-0.38,-0.45,0,-0.29,-0.37,-0.4
20091125,-0.01,0.34,0.33,0.54,0.68,0.36,0.53,0.82,0.56,0.75
20091127,-2.12,-1.51,-1.33,-1.64,-1.44,-1.94,-1.91,-2.2,-2.12,-2.43
20091130,0.7,0.21,0.14,0.28,-0.03,0.37,0.36,0.41,0.45,0.6
20091201,0.82,1.09,1.02,1.68,1.33,1.38,1.5,1.45,1.07,1.41
20091202,0.51,0.1,-0.01,0.51,0.26,-0.08,-0.17,0.53,0.17,0.85
20091203,-1.3,-0.62,-0.79,-0.82,-0.97,-0.73,-0.64,-1.46,-1.13,-1.21
20091204,1.7,0.5,0.5,0.73,0.9,0.95,0.62,0.6,0.29,0.39
20091207,-1.11,0.31,-0.1,0.31,-0.12,-0.2,-0.25,0.16,-0.69,-0.57
20091208,-1.19,-1.02,-1.03,-0.87,-0.9,-1.1,-1.09,-0.91,-0.46,-1.17
20091209,-0.05,-0.1,0.61,-0.16,0.37,0.48,0.4,0.39,1.17,0.62
20091210,0.17,0.15,0.3,0.68,1.05,0.55,0.42,0.93,0.4,0.5
20091211,1.62,0.69,0.6,0.45,0.58,0.15,0.14,0.29,0.08,-0.12
20091214,-0.49,-0.43,0.57,1.22,1.18,1.2,1.18,1.23,1.5,1.17
20091215,-1.48,-0.77,-0.58,-0.31,-0.15,-0.45,-0.32,-0.18,-0.58,-0.54
20091216,-0.48,-0.47,0.32,0.07,-0.09,0.18,0.49,0.95,0.71,0.92
20091217,-2.38,-0.73,-0.75,-1.3,-1.23,-1.42,-1.42,-1.19,-1.4,-1.52
20091218,2.31,0.75,0.15,0.3,0.74,0.71,1.06,0.37,0.81,0.8
20091221,0.93,0.9,0.58,1.24,0.81,1.42,0.89,1.25,1.22,1.88
20091222,0.24,0.23,0.22,0.4,0.35,0.49,0.71,0.38,0.54,1.13
20091223,0,0.08,-0.06,0.07,0.34,0.38,0.5,0.91,0.89,1.67
20091224,0.86,0.49,0.29,0.5,0.41,0.55,0.4,0.41,0.97,0.48
20091228,0.08,0.25,0.11,0.06,0,-0.03,0.27,0.06,0.06,-0.1
20091229,-0.05,-0.04,0.03,-0.21,-0.11,0.07,0.04,-0.28,-0.22,-0.61
20091230,-0.4,0.13,-0.06,0.01,0.01,0.08,0.12,-0.23,0.11,-0.11
20091231,-0.69,-0.91,-0.91,-1.05,-1.16,-1.07,-1.24,-1,-0.65,-0.84
20100104,2.37,1.44,1.33,1.85,1.48,1.55,1.82,2.07,2.24,2.27
20100105,1.37,-0.06,0.24,0.16,0,0.28,0.34,0.18,0.61,1.22
20100106,1.03,0.39,-0.21,0.44,0.34,0.1,0.01,0.02,0.02,-0.14
20100107,1.87,0.1,0.98,0.07,0.82,0.4,0.06,0.2,0.02,-0.31
20100108,-0.27,0.15,0.15,0.3,0.36,0.25,0.7,0.42,0.57,0.75
20100111,0.33,0.57,0.3,0.4,0.19,0.46,-0.41,-0.36,-0.31,-0.31
20100112,-1.37,-0.64,-0.22,-0.65,-0.81,-1.34,-1.12,-1.7,-1.58,-2.35
20100113,0.73,0.5,0.66,0.87,0.88,0.96,1.1,1.11,0.84,1.19
20100114,0.39,-0.31,-0.08,0.24,0.36,0.63,0.86,0.28,-0.12,-0.23
20100115,-0.88,-0.99,-0.77,-0.77,-0.98,-1.47,-0.77,-1.55,-1.78,-1.4
20100119,0.79,1.34,1.33,1.12,1.18,1.49,1.22,1.34,1.47,1
20100120,-0.87,-0.84,-0.46,-0.92,-1.06,-1.12,-1.68,-1.13,-0.86,-1.34
20100121,-1.3,-1.57,-1.11,-1.65,-1.51,-1.64,-2.41,-1.81,-2.66,-2.76
20100122,-1.07,-1.16,-1.54,-1.73,-1.6,-2.51,-2.86,-3.14,-3.76,-2.65
20100125,-0.22,0.2,-0.09,0.39,0.35,0.72,0.5,0.52,0.81,0.6
20100126,-0.32,0.02,-0.59,-0.22,-0.57,-0.59,-1.1,-0.21,-0.57,-0.41
20100127,0.6,0.28,0.68,0.36,0.93,0.31,0.42,0.4,0.82,0.72
20100128,-0.82,-0.3,-0.76,-0.97,-1.67,-1.44,-1.5,-1.48,-1.95,-1.23
20100129,-0.45,-0.34,-0.45,-0.59,-0.83,-1.02,-1.47,-1.93,-1.85,-2.2
20100201,1.47,0.45,0.88,1.33,1.31,1.47,1.71,1.94,1.88,3.46
20100202,1.26,0.76,1.21,1.69,1.57,0.93,0.95,1.19,1.01,1.61
20100203,-0.61,-0.51,-0.52,-1.03,-0.66,-0.7,0.09,-0.48,0.24,-0.62
20100204,-2.55,-2.91,-2.41,-2.92,-2.85,-3.27,-3.55,-3.93,-3.89,-4.87
20100205,0.33,0.21,0.21,-0.01,0.17,0.38,0.23,0.7,0.69,0.39
20100208,-0.73,-1.09,-0.38,-0.65,-0.8,-0.95,-0.78,-0.86,-1.21,-0.79
20100209,0.83,0.88,1.17,1.14,1.38,1.56,1.48,1.6,2.03,2.07
20100210,-0.36,-0.05,-0.29,-0.42,-0.2,0.11,-0.06,-0.25,0,-0.3
20100211,0.65,1.09,0.7,1.07,1.26,1.1,0.98,1.9,1.67,2.04
20100212,-0.26,-0.25,-0.21,0.05,-0.02,-0.34,-0.17,0.36,0.39,-0.05
20100216,1.49,1.17,1.83,1.22,1.67,1.85,2.13,1.95,2.49,3.32
20100217,0.31,0.77,0.21,0.45,0.59,0.65,0.48,0.02,0.28,1.47
20100218,0.31,0.37,0.76,0.56,0.83,0.86,0.61,0.44,0.88,0.82
20100219,0,0.18,0.74,0.42,0.36,0.1,0.55,0.11,0.34,0.1
20100222,-0.24,-0.2,-0.16,-0.1,0.11,-0.15,-0.01,0.18,-0.04,0.82
20100223,-0.95,-0.81,-0.9,-1.01,-1.24,-1.3,-1.65,-1.88,-2.11,-1.64
20100224,0.6,0.48,1.03,0.9,0.64,1.13,1.4,1.27,1.34,1.13
20100225,-0.41,-0.17,-0.69,-0.16,-0.12,0.35,-0.13,0.02,0.34,0.15
20100226,-0.09,-0.02,-0.19,-0.16,-0.03,0.7,0.5,0.46,0.37,0.26
20100301,0.68,0.92,0.97,1.2,1.37,0.97,1.3,1.56,2.14,2.12
20100302,0.34,0.63,0.39,-0.16,0.35,-0.02,0.44,0.72,0.57,0.02
20100303,0.15,0.03,-0.04,0.12,0.06,0.02,0.06,0.22,0.4,0.39
20100304,0.29,0.15,0.28,0.3,0.43,0.44,0.26,0.52,0.77,0.51
20100305,0.91,1,1.06,1.25,1.48,1.45,2.21,2.13,2.09,2.23
20100308,0.11,0.32,-0.29,0.07,0.2,-0.16,0.06,-0.05,0.39,-0.12
20100309,0.09,0.12,-0.1,0.19,0.21,0.22,0.17,1.19,0.12,0.12
20100310,0.42,0.31,0.12,0.28,0.65,0.56,0.97,1.03,1.21,0.83
20100311,0.35,0.29,0.3,0.33,0.52,0.57,0.87,0.23,0.44,0.4
20100312,-0.3,-0.19,-0.23,0.31,-0.06,0.39,-0.54,0.26,-0.21,0.71
20100315,0.24,0.25,0.28,0.01,-0.01,-0.19,-0.08,-0.48,-0.56,-0.56
20100316,0.64,0.59,0.59,0.74,0.97,0.61,1.06,0.96,1.17,1.46
20100317,0.78,0.35,0.53,0.47,0.61,0.5,0.62,0.57,0.84,1.07
20100318,0.29,0.08,-0.04,-0.17,-0.23,0.15,-0.36,-0.32,-0.66,-1.06
